bank_name,eibor_rate,eibor_type,variable_rate_addition,minimum_rate,fixed_until,fixed_rate,follow_on_rate,follow_on_rate_type,type_of_mortgage,interest_rate,interest_rate_type,type_of_account,life_insurance,property_insurance,property_insurance_payment_period,home_valuation_fee,overpayment_fee,additional_information,buyout_processing_fee,maximum_length_of_mortgage,type_of_employment,type_of_transaction,citizen_state,expiry_date,pre_approval_fee,early_settlement_fee,loan_to_value_ratio,loan_to_value_threshold,life_insurance_payment_period,minimum_mortgage_processing_fee,mortgage_processing_fee,mortgage_contract_months,monthly_payment,mortgage_processing_fee_as_amount,is_exclusive,status_type,description,created_at,updated_at,customer_segments,has_fee_financing,includes_agency_fees,includes_government_fees
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,CONVENTIONAL,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,CONVENTIONAL,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,CONVENTIONAL,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,CONVENTIONAL,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,ISLAMIC,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,ISLAMIC,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,ISLAMIC,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
United Arab Bank,4.236,EIBOR 3 MONTH,1.99,3.99,5,5.79,6.226,variable_addition,ISLAMIC,5.79,fixed,STL,0.0197,0.06,annually,3150.0,Up to 20% of the outstanding loan amount,"Key Points:
(1) Full Documentation",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-02-08T07:08:04,2025-02-08T07:08:04,"[{'type_of_account': 'NSTL', 'profile': 'Full Doc', 'description': None}]",False,False,False
Abu Dhabi Islamic Bank,4.314,EIBOR 1 MONTH,1.49,3.99,0,0.0,5.804,variable_addition,ISLAMIC,5.804,variable,NSTL,0.025,0.0,monthly,2625.0,Up to 30% every year,"Key Points:
(1) No salary transfer required
(2) Minimum processing fees of AED 5,000/- + VAT",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,5000.0,0.52,0,,,False,1,,2025-04-25T08:14:49,2025-04-25T08:14:49,"[{'type_of_account': 'NSTL', 'profile': 'Standard', 'description': None}]",False,False,False
Abu Dhabi Islamic Bank,4.314,EIBOR 1 MONTH,1.49,3.99,0,0.0,5.804,variable_addition,ISLAMIC,5.804,variable,NSTL,0.025,0.0,monthly,2625.0,Up to 30% every year,"Key Points:
(1) No salary transfer required",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,5000.0,0.0,0,,,False,1,,2025-04-25T08:14:49,2025-04-25T08:14:49,"[{'type_of_account': 'NSTL', 'profile': 'Standard', 'description': None}]",False,False,False
Abu Dhabi Islamic Bank,4.314,EIBOR 1 MONTH,1.49,3.99,0,0.0,5.804,variable_addition,ISLAMIC,5.804,variable,NSTL,0.025,0.0,monthly,2625.0,Up to 30% every year,"Key Points:
(1) No salary transfer required
(2) Zero processing fees for Handover transactions
(3) Processing fee applicable for Secondary/Resale transactions. Minimum processing fees of AED 5,000/- + VAT",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,5000.0,0.52,0,,,False,1,,2025-04-25T08:14:49,2025-04-25T08:14:49,"[{'type_of_account': 'NSTL', 'profile': 'Standard', 'description': None}]",False,False,False
Abu Dhabi Islamic Bank,4.314,EIBOR 1 MONTH,1.49,3.99,0,0.0,5.804,variable_addition,ISLAMIC,5.804,variable,NSTL,0.025,0.0,monthly,2625.0,Up to 30% every year,"Key Points:
(1) No salary transfer required
(2) Minimum processing fees of AED 5,000/- + VAT",0.0,25,SALARY,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,5000.0,0.52,0,,,False,1,,2025-04-25T08:14:49,2025-04-25T08:14:49,"[{'type_of_account': 'NSTL', 'profile': 'Standard', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.52,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.52,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.52,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.26,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.26,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,CONVENTIONAL,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.26,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV > 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.26,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'NSTL', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.52,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,,0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,0.0,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
Commercial Bank of Dubai,4.236,EIBOR 3 MONTH,1.59,1.59,0,0.0,5.826,variable_addition,ISLAMIC,5.826,variable,,0.01167,0.06,annually,3150.0,Up to 15% every year,"Key Points:
(1) Minimum processing fees of AED 3,000/- + VAT",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the outstanding loan amount or AED 10,000 whichever is lower",0.0,,monthly,3000.0,1.05,0,,,False,1,,2025-05-30T14:09:46,2025-05-30T14:09:46,"[{'type_of_account': 'Low Doc', 'profile': 'LTV < 50%', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,2.99,3.99,5,5.85,7.226,variable_addition,CONVENTIONAL,5.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.
(2) Applicable for pure equity release cases up to AED 7,000,000
(3) LTV capped at 50%",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer < AED 7M', 'description': None}]",False,False,False
